171	misogyny
172	none
173	none
174	misogyny
175	misogyny
176	misogyny
177	none
178	misogyny
179	none
180	none
181	misogyny
182	none
183	misogyny
184	misogyny
185	none
186	misogyny
187	none
188	none
189	misogyny
190	none
191	misogyny
192	none
193	misogyny
194	misogyny
195	none
196	none
197	none
198	misogyny
199	misogyny
200	none
201	none
202	none
203	none
204	none
205	none
206	none
207	misogyny
208	none
209	misogyny
210	misogyny
211	none
212	none
213	misogyny
214	misogyny
215	none
216	misogyny
217	misogyny
218	none
219	misogyny
220	misogyny
221	none
222	misogyny
223	misogyny
224	misogyny
225	misogyny
226	misogyny
227	misogyny
228	misogyny
229	misogyny
230	none
231	misogyny
232	misogyny
233	none
234	misogyny
235	misogyny
236	misogyny
237	misogyny
238	none
239	misogyny
240	none
241	misogyny
242	none
243	none
244	misogyny
245	none
246	misogyny
247	misogyny
248	none
249	misogyny
250	misogyny
251	misogyny
252	none
253	none
254	misogyny
255	misogyny
256	none
257	none
258	none
259	none
260	misogyny
261	misogyny
262	none
263	misogyny
264	misogyny
265	misogyny
266	none
267	none
268	none
269	misogyny
270	misogyny
271	misogyny
272	none
273	misogyny
274	misogyny
275	none
276	misogyny
277	misogyny
278	none
279	none
280	none
281	misogyny
282	misogyny
283	misogyny
284	none
285	misogyny
286	misogyny
287	misogyny
288	none
289	none
290	misogyny
291	misogyny
292	misogyny
293	misogyny
294	none
295	misogyny
296	misogyny
297	none
298	misogyny
299	misogyny
300	none
301	none
302	misogyny
303	misogyny
304	none
305	misogyny
306	misogyny
307	misogyny
308	none
309	misogyny
310	misogyny
311	none
312	none
313	misogyny
314	misogyny
315	misogyny
316	misogyny
317	none
318	misogyny
319	none
320	misogyny
321	none
322	misogyny
323	misogyny
324	none
325	misogyny
326	none
327	misogyny
328	misogyny
329	none
330	none
331	none
332	misogyny
333	misogyny
334	misogyny
335	misogyny
336	misogyny
337	misogyny
338	misogyny
339	misogyny
340	misogyny
341	misogyny
342	misogyny
343	misogyny
344	misogyny
345	misogyny
346	misogyny
347	misogyny
348	none
349	misogyny
350	misogyny
351	misogyny
352	misogyny
353	none
354	none
355	misogyny
356	misogyny
357	misogyny
358	misogyny
359	misogyny
360	misogyny
361	misogyny
362	misogyny
363	misogyny
364	misogyny
365	misogyny
366	none
367	none
368	misogyny
369	misogyny
370	misogyny
371	none
372	none
373	misogyny
374	misogyny
375	none
376	none
377	none
378	none
379	none
380	none
381	none
382	none
383	none
384	none
385	none
386	none
387	none
388	none
389	none
390	none
391	none
392	none
393	none
394	none
395	misogyny
396	none
397	misogyny
398	misogyny
399	none
400	none
401	none
402	misogyny
403	none
404	misogyny
405	misogyny
406	none
407	misogyny
408	misogyny
409	none
410	misogyny
411	misogyny
412	misogyny
413	none
414	none
415	misogyny
416	none
417	misogyny
418	misogyny
419	misogyny
420	misogyny
421	misogyny
422	misogyny
423	misogyny
424	misogyny
425	none
426	none
427	misogyny
428	misogyny
429	misogyny
430	none
431	none
432	none
433	misogyny
434	misogyny
435	misogyny
436	misogyny
437	misogyny
438	misogyny
439	none
440	none
441	misogyny
442	misogyny
443	misogyny
444	misogyny
445	misogyny
446	none
447	none
448	none
449	misogyny
450	none
451	misogyny
452	none
453	misogyny
454	none
455	none
456	misogyny
457	none
458	misogyny
459	misogyny
460	misogyny
461	misogyny
462	misogyny
463	none
464	misogyny
465	misogyny
466	none
467	misogyny
468	none
469	misogyny
470	none
471	misogyny
472	misogyny
473	none
474	none
475	misogyny
476	none
477	none
478	misogyny
479	misogyny
480	none
481	misogyny
482	none
483	misogyny
484	misogyny
485	misogyny
486	misogyny
487	misogyny
488	misogyny
489	none
490	misogyny
491	none
492	none
493	misogyny
494	none
495	none
496	none
497	misogyny
498	misogyny
499	misogyny
500	none
501	misogyny
502	none
503	misogyny
504	none
505	none
506	none
507	misogyny
508	misogyny
509	misogyny
510	misogyny
511	misogyny
512	misogyny
513	misogyny
514	misogyny
515	misogyny
516	none
517	none
518	misogyny
519	misogyny
520	misogyny
521	none
522	none
523	misogyny
524	misogyny
525	none
526	none
527	none
528	misogyny
529	misogyny
530	none
531	none
532	misogyny
533	misogyny
534	misogyny
535	misogyny
536	misogyny
537	none
538	misogyny
539	misogyny
540	none
541	none
542	none
543	none
544	none
545	misogyny
546	none
547	none
548	misogyny
549	misogyny
550	none
551	misogyny
552	none
553	misogyny
554	misogyny
555	misogyny
556	misogyny
557	misogyny
558	none
559	misogyny
560	misogyny
561	misogyny
562	misogyny
563	misogyny
564	misogyny
565	misogyny
566	misogyny
567	misogyny
568	misogyny
569	misogyny
570	misogyny
571	none
572	misogyny
573	misogyny
574	none
575	none
576	none
577	misogyny
578	misogyny
579	none
580	none
581	misogyny
582	misogyny
583	misogyny
584	misogyny
585	misogyny
586	misogyny
587	none
588	none
589	none
590	misogyny
591	none
592	none
593	misogyny
594	none
595	misogyny
596	misogyny
597	misogyny
598	misogyny
599	none
600	misogyny
601	none
602	misogyny
603	none
604	misogyny
605	misogyny
606	none
607	none
608	misogyny
609	misogyny
610	misogyny
611	misogyny
612	misogyny
613	misogyny
614	none
615	misogyny
616	misogyny
617	none
618	none
619	none
620	none
621	none
622	misogyny
623	misogyny
624	none
625	misogyny
626	misogyny
627	misogyny
628	misogyny
629	misogyny
630	misogyny
631	none
632	misogyny
633	none
634	none
635	misogyny
636	none
637	misogyny
638	misogyny
639	misogyny
640	none
641	misogyny
642	misogyny
643	misogyny
644	none
645	none
646	none
647	misogyny
648	misogyny
649	misogyny
650	none
651	misogyny
652	misogyny
653	none
654	none
655	none
656	none
657	misogyny
658	none
659	misogyny
660	none
661	none
662	misogyny
663	none
664	misogyny
665	misogyny
666	none
667	misogyny
668	misogyny
669	none
670	misogyny
671	misogyny
672	misogyny
673	misogyny
674	misogyny
675	none
676	none
677	misogyny
678	misogyny
679	misogyny
680	misogyny
681	misogyny
682	none
683	none
684	misogyny
685	none
686	misogyny
687	misogyny
688	none
689	misogyny
690	misogyny
691	misogyny
692	none
693	misogyny
694	misogyny
695	none
696	misogyny
697	none
698	misogyny
699	none
700	misogyny
701	misogyny
702	none
703	misogyny
704	misogyny
705	none
706	misogyny
707	none
708	misogyny
709	misogyny
710	none
711	misogyny
712	misogyny
713	misogyny
714	none
715	misogyny
716	none
717	none
718	misogyny
719	none
720	misogyny
721	misogyny
722	none
723	none
724	misogyny
725	none
726	misogyny
727	misogyny
728	misogyny
729	misogyny
730	misogyny
731	misogyny
732	misogyny
733	none
734	misogyny
735	misogyny
736	misogyny
737	misogyny
738	misogyny
739	misogyny
740	misogyny
741	none
742	misogyny
743	misogyny
744	none
745	none
746	misogyny
747	none
748	none
749	misogyny
750	misogyny
751	misogyny
752	none
753	none
754	misogyny
755	misogyny
756	none
757	misogyny
758	misogyny
759	misogyny
760	misogyny
761	misogyny
762	misogyny
763	misogyny
764	misogyny
765	none
766	none
767	misogyny
768	misogyny
769	misogyny
770	misogyny
771	misogyny
772	misogyny
773	none
774	misogyny
775	none
776	misogyny
777	none
778	misogyny
779	none
780	misogyny
781	none
782	misogyny
783	misogyny
784	misogyny
785	none
786	misogyny
787	misogyny
788	none
789	misogyny
790	none
791	none
792	none
793	none
794	misogyny
795	misogyny
796	none
797	misogyny
798	none
799	misogyny
800	none
801	misogyny
802	none
803	misogyny
804	none
805	none
806	none
807	misogyny
808	misogyny
809	misogyny
810	none
811	none
812	misogyny
813	misogyny
814	none
815	none
816	none
817	misogyny
818	none
819	none
820	misogyny
821	misogyny
822	none
823	none
824	misogyny
825	misogyny
826	none
827	misogyny
828	none
829	none
830	none
831	misogyny
832	none
833	none
834	misogyny
835	misogyny
836	misogyny
837	misogyny
838	misogyny
839	misogyny
840	misogyny
841	misogyny
842	misogyny
843	none
844	misogyny
845	misogyny
846	none
847	none
848	misogyny
849	misogyny
850	misogyny
851	misogyny
852	none
853	misogyny
854	misogyny
855	misogyny
856	misogyny
857	misogyny
858	misogyny
859	misogyny
860	misogyny
861	none
862	none
863	misogyny
864	misogyny
865	none
866	none
867	misogyny
868	misogyny
869	none
870	misogyny
871	none
872	misogyny
873	misogyny
874	misogyny
875	misogyny
876	misogyny
877	misogyny
878	none
879	misogyny
880	misogyny
881	none
882	misogyny
883	misogyny
884	none
885	misogyny
886	misogyny
887	none
888	none
889	none
890	misogyny
891	misogyny
892	misogyny
893	misogyny
894	none
895	none
896	none
897	none
898	misogyny
899	misogyny
900	misogyny
901	none
902	none
903	misogyny
904	none
905	misogyny
906	misogyny
907	misogyny
908	none
909	none
910	misogyny
911	none
912	none
913	misogyny
914	misogyny
915	misogyny
916	misogyny
917	none
918	misogyny
919	none
920	none
921	misogyny
922	none
923	misogyny
924	misogyny
925	none
926	misogyny
927	misogyny
928	none
929	misogyny
930	misogyny
931	misogyny
932	misogyny
933	misogyny
934	misogyny
935	none
936	none
937	misogyny
938	none
939	none
940	none
941	misogyny
942	none
943	none
944	misogyny
945	none
946	none
947	misogyny
948	misogyny
949	misogyny
950	misogyny
951	misogyny
952	misogyny
953	none
954	none
955	none
956	misogyny
957	misogyny
958	misogyny
959	misogyny
960	none
961	none
962	misogyny
963	none
964	misogyny
965	misogyny
966	none
967	misogyny
968	misogyny
969	none
970	none
971	none
972	none
973	misogyny
974	none
975	none
976	none
977	none
978	none
979	none
980	misogyny
981	misogyny
982	misogyny
983	none
984	none
985	misogyny
986	misogyny
987	misogyny
988	misogyny
989	misogyny
990	misogyny
991	misogyny
992	misogyny
993	none
994	misogyny
995	none
996	misogyny
997	misogyny
998	misogyny
999	none
1000	none
1001	misogyny
1002	none
1003	none
1004	misogyny
1005	misogyny
1006	none
1007	none
1008	misogyny
1009	none
1010	misogyny
1011	misogyny
1012	none
1013	misogyny
1014	misogyny
1015	none
1016	misogyny
1017	misogyny
1018	misogyny
1019	misogyny
1020	none
1021	none
1022	misogyny
1023	none
1024	misogyny
1025	misogyny
1026	misogyny
1027	none
1028	none
1029	misogyny
1030	misogyny
1031	misogyny
1032	none
1033	none
1034	none
1035	misogyny
1036	none
1037	none
1038	misogyny
1039	misogyny
1040	none
1041	misogyny
1042	misogyny
1043	misogyny
1044	none
1045	misogyny
1046	misogyny
1047	misogyny
1048	misogyny
1049	none
1050	misogyny
1051	none
1052	misogyny
1053	none
1054	misogyny
1055	misogyny
1056	none
1057	misogyny
1058	none
1059	none
1060	none
1061	none
1062	none
1063	misogyny
1064	misogyny
1065	none
1066	misogyny
1067	none
1068	misogyny
1069	misogyny
1070	misogyny
1071	none
1072	none
1073	none
1074	misogyny
1075	none
1076	misogyny
1077	misogyny
1078	none
1079	none
1080	none
1081	none
1082	misogyny
1083	none
1084	misogyny
1085	misogyny
1086	none
1087	misogyny
1088	none
1089	misogyny
1090	none
1091	misogyny
1092	misogyny
1093	misogyny
1094	none
1095	none
1096	none
1097	none
1098	misogyny
1099	misogyny
1100	misogyny
1101	none
1102	misogyny
1103	none
1104	none
1105	misogyny
1106	misogyny
1107	misogyny
1108	misogyny
1109	misogyny
1110	misogyny
1111	misogyny
1112	none
1113	misogyny
1114	none
1115	none
1116	none
1117	none
1118	none
1119	misogyny
1120	misogyny
1121	misogyny
1122	none
1123	misogyny
1124	misogyny
1125	none
1126	misogyny
1127	misogyny
1128	misogyny
1129	misogyny
1130	none
1131	none
1132	misogyny
1133	misogyny
1134	none
1135	misogyny
1136	none
1137	none
1138	misogyny
1139	none
1140	misogyny
1141	misogyny
1142	misogyny
1143	none
1144	misogyny
1145	none
1146	misogyny
1147	none
1148	misogyny
1149	misogyny
1150	none
1151	misogyny
1152	misogyny
1153	misogyny
1154	misogyny
1155	none
1156	misogyny
1157	misogyny
1158	none
1159	none
1160	misogyny
1161	misogyny
1162	none
1163	misogyny
1164	none
1165	none
1166	misogyny
1167	none
1168	none
1169	misogyny
1170	misogyny
1171	misogyny
1172	misogyny
1173	misogyny
1174	none
1175	misogyny
1176	none
1177	none
1178	misogyny
1179	none
1180	none
1181	none
1182	misogyny
1183	misogyny
1184	misogyny
1185	misogyny
1186	none
1187	misogyny
1188	misogyny
1189	none
1190	misogyny
1191	misogyny
1192	none
1193	misogyny
1194	misogyny
1195	misogyny
1196	misogyny
1197	none
1198	misogyny
1199	misogyny
1200	misogyny
1201	none
1202	misogyny
1203	misogyny
1204	misogyny
1205	misogyny
1206	misogyny
1207	misogyny
1208	misogyny
1209	misogyny
1210	none
1211	misogyny
1212	none
1213	misogyny
1214	misogyny
1215	misogyny
1216	none
1217	none
1218	misogyny
1219	none
1220	misogyny
1221	none
1222	misogyny
1223	misogyny
1224	none
1225	none
1226	misogyny
1227	none
1228	none
1229	misogyny
1230	none
1231	none
1232	misogyny
1233	none
1234	none
1235	misogyny
1236	none
1237	none
1238	misogyny
1239	misogyny
1240	none
1241	misogyny
1242	none
1243	none
1244	none
1245	misogyny
1246	misogyny
1247	misogyny
1248	none
1249	misogyny
1250	none
1251	misogyny
1252	misogyny
1253	misogyny
1254	misogyny
1255	misogyny
1256	none
1257	misogyny
1258	misogyny
1259	misogyny
1260	misogyny
1261	none
1262	misogyny
1263	misogyny
1264	misogyny
1265	none
1266	misogyny
1267	misogyny
1268	misogyny
1269	none
1270	none
1271	misogyny
1272	misogyny
1273	none
1274	none
1275	none
1276	none
1277	none
1278	misogyny
1279	misogyny
1280	misogyny
1281	none
1282	misogyny
1283	misogyny
1284	none
1285	misogyny
1286	misogyny
1287	misogyny
1288	none
1289	misogyny
1290	none
1291	misogyny
1292	none
1293	none
1294	misogyny
1295	misogyny
1296	none
1297	misogyny
1298	none
1299	none
1300	none
1301	misogyny
1302	misogyny
1303	misogyny
1304	none
1305	none
1306	misogyny
1307	none
1308	misogyny
1309	none
1310	misogyny
1311	none
1312	misogyny
1313	none
1314	misogyny
1315	none
1316	misogyny
1317	none
1318	misogyny
1319	none
1320	misogyny
1321	none
1322	none
1323	none
1324	none
1325	misogyny
1326	misogyny
1327	misogyny
1328	none
1329	misogyny
1330	misogyny
1331	misogyny
1332	misogyny
1333	misogyny
1334	none
1335	misogyny
1336	misogyny
1337	misogyny
1338	none
1339	misogyny
1340	misogyny
1341	misogyny
1342	misogyny
1343	misogyny
1344	none
1345	none
1346	misogyny
1347	none
1348	none
1349	misogyny
1350	none
1351	none
1352	misogyny
1353	misogyny
1354	none
1355	misogyny
1356	none
1357	none
1358	none
1359	misogyny
1360	misogyny
1361	misogyny
1362	misogyny
1363	misogyny
1364	misogyny
1365	misogyny
1366	misogyny
1367	misogyny
1368	misogyny
1369	misogyny
1370	misogyny
1371	none
1372	none
1373	misogyny
1374	none
1375	misogyny
1376	none
1377	misogyny
1378	misogyny
1379	misogyny
1380	misogyny
1381	none
1382	misogyny
1383	none
1384	misogyny
1385	misogyny
1386	misogyny
1387	none
1388	misogyny
1389	misogyny
1390	misogyny
1391	none
1392	misogyny
1393	misogyny
1394	misogyny
1395	none
1396	none
1397	none
1398	misogyny
1399	misogyny
1400	misogyny
1401	none
1402	misogyny
1403	misogyny
1404	misogyny
1405	none
1406	none
1407	misogyny
1408	none
1409	misogyny
1410	misogyny
1411	misogyny
1412	misogyny
1413	misogyny
1414	none
1415	misogyny
1416	none
1417	misogyny
1418	misogyny
1419	none
1420	misogyny
1421	misogyny
1422	none
1423	none
1424	none
1425	misogyny
1426	none
1427	misogyny
1428	none
1429	none
1430	none
1431	none
1432	misogyny
1433	none
1434	misogyny
1435	misogyny
1436	misogyny
1437	misogyny
1438	misogyny
1439	misogyny
1440	none
1441	misogyny
1442	misogyny
1443	misogyny
1444	none
1445	none
1446	misogyny
1447	misogyny
1448	misogyny
1449	misogyny
1450	misogyny
1451	misogyny
1452	none
1453	misogyny
1454	misogyny
1455	none
1456	misogyny
1457	misogyny
1458	misogyny
1459	misogyny
1460	misogyny
1461	none
1462	misogyny
1463	none
1464	none
1465	none
1466	misogyny
1467	misogyny
1468	misogyny
1469	misogyny
1470	none
1471	none
1472	misogyny
1473	misogyny
1474	none
1475	misogyny
1476	misogyny
1477	none
1478	misogyny
1479	misogyny
1480	misogyny
1481	misogyny
1482	none
1483	none
1484	none
1485	none
1486	misogyny
1487	misogyny
1488	misogyny
1489	none
1490	none
1491	misogyny
1492	none
1493	none
1494	none
1495	none
1496	misogyny
1497	misogyny
1498	none
1499	misogyny
1500	misogyny
1501	misogyny
1502	misogyny
1503	none
1504	misogyny
1505	misogyny
1506	none
1507	misogyny
1508	misogyny
1509	none
1510	misogyny
1511	misogyny
1512	none
1513	misogyny
1514	none
1515	none
1516	misogyny
1517	none
1518	misogyny
1519	misogyny
1520	misogyny
1521	misogyny
1522	misogyny
1523	none
1524	misogyny
1525	none
1526	misogyny
1527	none
1528	none
1529	misogyny
1530	none
1531	misogyny
1532	misogyny
1533	none
1534	misogyny
1535	misogyny
1536	none
1537	misogyny
1538	misogyny
1539	none
1540	misogyny
1541	none
1542	misogyny
1543	misogyny
1544	none
1545	misogyny
1546	misogyny
1547	misogyny
1548	misogyny
1549	misogyny
1550	misogyny
1551	none
1552	misogyny
1553	misogyny
1554	misogyny
1555	misogyny
1556	misogyny
1557	misogyny
1558	misogyny
1559	misogyny
1560	none
1561	misogyny
1562	none
1563	none
1564	misogyny
1565	misogyny
1566	none
1567	misogyny
1568	none
1569	none
1570	misogyny
1571	none
1572	misogyny
1573	none
1574	none
1575	none
1576	none
1577	misogyny
1578	misogyny
1579	none
1580	misogyny
1581	none
1582	misogyny
1583	misogyny
1584	misogyny
1585	misogyny
1586	misogyny
1587	misogyny
1588	misogyny
1589	none
1590	misogyny
1591	misogyny
1592	misogyny
1593	misogyny
1594	misogyny
1595	misogyny
1596	misogyny
1597	none
1598	misogyny
1599	none
1600	misogyny
1601	none
1602	misogyny
1603	none
1604	misogyny
1605	misogyny
1606	misogyny
1607	none
1608	misogyny
1609	misogyny
1610	misogyny
1611	misogyny
1612	misogyny
1613	none
1614	misogyny
1615	none
1616	misogyny
1617	misogyny
1618	misogyny
1619	none
1620	misogyny
1621	misogyny
1622	misogyny
1623	misogyny
1624	none
1625	misogyny
1626	misogyny
1627	misogyny
1628	misogyny
1629	none
1630	misogyny
1631	misogyny
1632	misogyny
1633	misogyny
1634	misogyny
1635	none
1636	none
1637	none
1638	misogyny
1639	misogyny
1640	misogyny
1641	none
1642	misogyny
1643	none
1644	misogyny
1645	misogyny
1646	misogyny
1647	misogyny
1648	misogyny
1649	none
1650	none
1651	misogyny
1652	none
1653	misogyny
1654	misogyny
1655	misogyny
1656	misogyny
1657	misogyny
1658	misogyny
1659	none
1660	misogyny
1661	misogyny
1662	none
1663	misogyny
1664	none
1665	none
1666	misogyny
1667	misogyny
1668	none
1669	none
1670	misogyny
1671	misogyny
1672	none
1673	misogyny
1674	misogyny
1675	none
1676	misogyny
1677	misogyny
1678	misogyny
1679	misogyny
1680	none
1681	none
1682	none
1683	misogyny
1684	misogyny
1685	misogyny
1686	misogyny
1687	none
1688	misogyny
1689	none
1690	none
1691	none
1692	misogyny
1693	none
1694	misogyny
1695	misogyny
1696	misogyny
1697	misogyny
1698	misogyny
1699	misogyny
1700	misogyny
1701	none
1702	misogyny
1703	none
1704	misogyny
1705	none
1706	misogyny
1707	none
1708	misogyny
1709	none
1710	misogyny
1711	misogyny
1712	none
1713	misogyny
1714	none
1715	misogyny
1716	none
1717	none
1718	none
1719	none
1720	misogyny
1721	misogyny
1722	misogyny
1723	misogyny
1724	none
1725	none
1726	misogyny
1727	none
1728	misogyny
1729	misogyny
1730	none
1731	none
1732	misogyny
1733	misogyny
1734	none
1735	none
1736	misogyny
1737	none
1738	misogyny
1739	misogyny
1740	misogyny
1741	misogyny
1742	misogyny
1743	misogyny
1744	misogyny
1745	misogyny
1746	misogyny
1747	misogyny
1748	misogyny
1749	misogyny
1750	misogyny
1751	none
1752	misogyny
1753	misogyny
1754	none
1755	misogyny
1756	misogyny
1757	misogyny
1758	misogyny
1759	none
1760	none
1761	misogyny
1762	misogyny
1763	misogyny
1764	misogyny
1765	misogyny
1766	misogyny
1767	misogyny
1768	none
1769	misogyny
1770	none
1771	misogyny
1772	misogyny
1773	none
1774	misogyny
1775	misogyny
1776	misogyny
1777	misogyny
1778	misogyny
1779	misogyny
1780	misogyny
1781	misogyny
1782	misogyny
1783	none
1784	misogyny
1785	misogyny
1786	none
1787	misogyny
1788	none
1789	misogyny
1790	misogyny
1791	none
1792	none
1793	misogyny
1794	misogyny
1795	misogyny
1796	misogyny
1797	none
1798	misogyny
1799	none
1800	misogyny
1801	misogyny
1802	none
1803	none
1804	misogyny
1805	none
1806	none
1807	misogyny
1808	none
1809	misogyny
1810	none
1811	misogyny
1812	misogyny
1813	misogyny
1814	none
1815	none
1816	none
1817	misogyny
1818	misogyny
1819	none
1820	misogyny
1821	none
1822	misogyny
1823	misogyny
1824	none
1825	misogyny
1826	misogyny
1827	misogyny
1828	none
1829	misogyny
1830	misogyny
1831	misogyny
1832	misogyny
1833	misogyny
1834	none
1835	misogyny
1836	none
1837	none
1838	none
1839	misogyny
1840	misogyny
1841	misogyny
1842	none
1843	none
1844	misogyny
1845	none
1846	none
1847	misogyny
1848	none
1849	misogyny
1850	none
1851	none
1852	misogyny
1853	none
1854	none
1855	none
1856	misogyny
1857	misogyny
1858	misogyny
1859	none
1860	misogyny
1861	none
1862	none
1863	none
1864	misogyny
1865	misogyny
1866	misogyny
1867	none
1868	misogyny
1869	misogyny
1870	misogyny
1871	none
1872	misogyny
1873	misogyny
1874	misogyny
1875	misogyny
1876	none
1877	misogyny
1878	misogyny
1879	misogyny
1880	misogyny
1881	misogyny
1882	none
1883	misogyny
1884	none
1885	none
1886	misogyny
1887	none
1888	misogyny
1889	none
1890	none
1891	misogyny
1892	misogyny
1893	none
1894	misogyny
1895	misogyny
1896	none
1897	misogyny
1898	misogyny
1899	none
1900	misogyny
1901	misogyny
1902	none
1903	none
1904	misogyny
1905	misogyny
1906	misogyny
1907	misogyny
1908	misogyny
1909	none
1910	misogyny
1911	misogyny
1912	misogyny
1913	misogyny
1914	misogyny
1915	misogyny
1916	misogyny
1917	misogyny
1918	misogyny
1919	misogyny
1920	none
1921	none
1922	none
1923	none
1924	misogyny
1925	misogyny
1926	none
1927	misogyny
1928	misogyny
1929	misogyny
1930	none
1931	misogyny
1932	misogyny
1933	none
1934	none
1935	misogyny
1936	none
1937	misogyny
1938	misogyny
1939	misogyny
1940	misogyny
1941	misogyny
1942	misogyny
1943	misogyny
1944	misogyny
1945	none
1946	misogyny
1947	misogyny
1948	misogyny
1949	misogyny
1950	none
1951	misogyny
1952	none
1953	misogyny
1954	none
1955	misogyny
1956	misogyny
1957	misogyny
1958	none
1959	misogyny
1960	misogyny
1961	misogyny
1962	misogyny
1963	misogyny
1964	none
1965	none
1966	none
